Gene	vsNaive	vsPrimed	AveExpr	P.Value
FCHSD1	2.144179702	2.20610141	0.378360083	2.31E-09
ANXA8L1	1.019726921	1.09501029	0.109656394	2.37E-09
CERCAM	3.414976615	4.134785819	1.054847029	2.99E-09
LINC01949	1.071402324	1.112642495	0.080848602	3.00E-09
IGFBP3	1.673710139	1.665042229	0.116399043	3.12E-09
KRT18P39	1.280420498	1.163789638	0.285946904	3.18E-09
ACSL6	1.189429406	1.241891504	0.101641021	3.27E-09
KRT18	3.795355533	2.790978084	6.773930187	3.29E-09
MGAT4A	4.355657366	5.024486099	1.319967974	3.76E-09
CNBP	-1.047544305	-1.503586725	10.1616097	3.90E-09
PLA2G12B	0.620976087	0.615914746	0.013518446	4.02E-09
HGD	0.760228192	0.754053513	0.01922023	4.25E-09
HSPB1	-3.012912721	-2.81284526	5.254697877	4.25E-09
LAPTM4B	-2.443445603	-2.48297112	7.880854445	4.26E-09
LINC01055	0.296869386	0.298998385	0.010267624	4.31E-09
BTG2	3.568315481	4.239809517	0.892789919	4.48E-09
AC006329.1	-3.885835549	-3.571183172	6.626740619	4.53E-09
AC132068.1	0.205288084	0.208574805	0.007952344	4.97E-09
WLS	4.20226409	4.89280423	1.312451193	5.23E-09
RNU6-919P	0.09616031	0.096865534	0.003354024	5.35E-09
AL355860.1	0.065050085	0.064567283	0.001416119	5.36E-09
HSD17B1	1.376204043	1.467047712	0.193307471	5.38E-09
LINC00276	0.607449849	0.609293829	0.023582588	5.79E-09
HAND1	2.159450157	2.39630909	0.298723189	5.92E-09
RIN3	2.349020356	2.866729899	0.67699033	6.26E-09
AC099684.2	0.320939474	0.325754558	0.011288861	7.12E-09
ADAM8	2.180478906	2.479738439	0.412873689	7.42E-09
FABP7	4.988685998	5.184838954	2.89193354	7.56E-09
AC023886.1	0.262083498	0.266054052	0.0092532	7.84E-09
ACAA2	-2.425630098	-2.373981467	7.226100812	7.91E-09
SNORA51_ENSG00000207171	0.172157408	0.169331049	0.003701014	8.33E-09
TBX2	0.799487256	0.833711284	0.060594644	8.45E-09
CARD18	0.380107395	0.380533725	0.011325518	8.51E-09
AC022398.1	0.154424502	0.156785617	0.005471545	8.59E-09
FAM110A	2.681254945	2.867274129	0.783360432	8.69E-09
SRC	2.800390806	2.728535664	0.458746301	9.10E-09
KRT18P43	0.228916634	0.224321066	0.00498344	9.20E-09
EPS8L3	0.416800828	0.425899085	0.017215308	1.09E-08
CRTC3	3.468675767	3.959275407	1.193326446	1.10E-08
BIN2P1	0.647190279	0.723637066	0.105477322	1.12E-08
HMGN5	-3.308390399	-5.005650543	4.102410018	1.19E-08
PITX1	1.379406172	1.535333133	0.184721543	1.22E-08
MMP1	0.924152179	0.941465277	0.039686194	1.25E-08
AL731684.1	0.332073901	0.334494253	0.012816421	1.29E-08
BCAT2	5.195986345	3.516487693	0.516418307	1.30E-08
AC099542.1	0.265477897	0.269726646	0.009576667	1.36E-08
RPRML	0.52095315	0.503820702	0.024220689	1.44E-08
IGKC	1.247350555	1.334548115	0.12389588	1.44E-08
AL392046.2	0.292184668	0.296160012	0.011853144	1.46E-08
LINC00326	0.566181669	0.578476431	0.025925697	1.50E-08
AC107896.1	0.065050085	0.06451883	0.001416119	1.54E-08
SNRPN	-1.930338074	-4.729237643	6.415941308	1.59E-08
PLK2	5.009962023	5.629048003	1.797467656	1.60E-08
JPH2	0.726960731	0.730541794	0.049042424	1.60E-08
FGF13	-4.910390284	-6.869214736	5.115597348	1.60E-08
GABRE	2.210483251	2.202625127	0.272998295	1.61E-08
U6_ENSG00000283418	0.225267084	0.228933715	0.008181283	1.62E-08
AC094019.1	0.444017639	0.452494119	0.019664378	1.65E-08
JCAD	2.31507496	2.089736408	0.074313054	1.69E-08
AC091768.1	0.173320594	0.176163763	0.006314492	1.76E-08
AC000123.1	0.644636232	0.640342706	0.023774367	1.76E-08
SLC37A1	3.441509237	3.067572121	0.331294278	1.94E-08
ANKRD20A19P	0.58280214	0.600034639	0.028121976	2.06E-08
KRT18P11	2.797560215	2.130260734	1.127409357	2.14E-08
CTSE	0.493225786	0.485029236	0.010737364	2.15E-08
APOO	-2.749918066	-4.034597671	5.280787723	2.15E-08
PLAC9	2.042337382	2.045189079	0.408228304	2.18E-08
AP000907.4	0.775604289	0.819339107	0.068807926	2.23E-08
RIPOR1	2.339504051	2.565590706	0.525182598	2.25E-08
PKP2	4.367031104	6.478159906	3.758857409	2.26E-08
PAK6	2.560458984	3.191842968	0.719110478	2.28E-08
LINC00242	0.096858307	0.096036063	0.002108574	2.40E-08
AL160411.1	0.290936965	0.295853098	0.010728462	2.40E-08
LINC00384	0.228916634	0.225068821	0.00498344	2.45E-08
ENDOU	0.515145241	0.526218607	0.024236456	2.47E-08
TUBB2B	-2.466721217	-3.750064463	5.394464186	2.53E-08
AC106037.1	0.141678471	0.140467654	0.003084294	2.59E-08
AL691403.2	0.335476109	0.338895082	0.01490816	2.90E-08
LINC02313	0.232896073	0.228924516	0.005070071	2.90E-08
IYD	0.320298348	0.320173992	0.013429894	2.91E-08
ZNF804A	0.568344219	0.578602006	0.022054819	2.92E-08
LINC00993	0.133360778	0.135640655	0.004985499	3.00E-08
GATA5	0.884333038	0.922445308	0.068815761	3.33E-08
SYNJ2	3.500542279	3.524622779	0.905308658	3.35E-08
LAMB1	4.47263662	5.184771664	3.094136255	3.38E-08
TTR	0.498700496	0.496271643	0.016513561	3.40E-08
SLC17A4	0.361311866	0.370924249	0.01773693	3.54E-08
SCARA3	2.277358625	2.356297874	0.393899089	3.63E-08
FGG	1.346216319	1.330065369	0.044878936	3.66E-08
IBSP	0.467680648	0.470880769	0.017563458	3.85E-08
AC134669.1	-3.746972327	-2.646423049	5.289513068	3.91E-08
TRIM34	0.735897772	0.786361401	0.084492534	4.38E-08
AL357060.1	0.290941118	0.296160012	0.011000412	4.59E-08
OR52R1	0.133271247	0.135640655	0.005063948	4.64E-08
RBPMS2	-3.028767084	-3.362444411	4.405135691	4.76E-08
AC245100.6	0.442932422	0.438393002	0.013763987	4.81E-08
MIR9-3HG	0.800390788	0.835745631	0.05984729	5.09E-08
EXOC3L4	0.422058392	0.425899085	0.016067323	5.18E-08
AC005224.3	0.498967682	0.511356249	0.021953023	5.20E-08
KRT8P7	0.71046547	0.746774338	0.137745142	5.21E-08
AREG	0.50970668	0.521220359	0.021400498	5.39E-08
Y_RNA_ENSG00000207105	0.428947758	0.423896561	0.009221454	5.41E-08
IL27	0.476313025	0.491117379	0.023630568	5.80E-08
C15orf56	0.803316534	0.852654585	0.061760464	6.02E-08
WNT6	0.835558245	0.870554163	0.054114264	6.17E-08
URAD	0.257848776	0.262599195	0.009861561	6.17E-08
FFAR4	0.486852112	0.482100141	0.014395911	6.71E-08
LIPC	0.230172755	0.2344553	0.008840797	6.90E-08
UCA1_ENSG00000214049	1.458188993	1.58497267	0.17104906	7.09E-08
TMEM247_ENSG00000284701	0.446267458	0.469474504	0.036089463	7.14E-08
IFNL3P1	0.266034202	0.261124961	0.005791477	7.49E-08
ITM2C	-4.346248043	-2.56489266	7.752818702	8.09E-08
LGALS2	0.659136372	0.640028032	0.014349183	8.39E-08
LINC01289	0.176360363	0.177877808	0.007587453	8.71E-08
ENC1	3.772608595	3.210834901	0.136520672	9.20E-08
AC005387.1	0.228916634	0.224178326	0.00498344	9.32E-08
AC104667.2	0.679227713	0.639403281	0.014786565	9.56E-08
LRRN4	0.656785581	0.660649778	0.034142382	9.69E-08
AC091799.1	1.365226418	1.234574241	0.218104739	9.84E-08
COX5BP1	0.141638706	0.141950673	0.007978157	1.12E-07
HHAT	1.110057213	1.118032479	0.113651623	1.13E-07
GUCY1A3	0.565080103	0.554950381	0.022099231	1.17E-07
SLC7A2	4.756625461	7.279638878	2.984717714	1.20E-07
KRT8P31	1.025633931	1.043225871	0.321761409	1.26E-07
DBNDD2	1.332505847	1.251466819	0.18445766	1.33E-07
SLC7A13	0.406797304	0.414731006	0.016087164	1.35E-07
AC124067.2	0.25571078	0.262599195	0.011734936	1.36E-07
RHOXF1P1	1.593725855	1.810498269	0.277348576	1.39E-07
HOXB-AS3	0.153743003	0.156785617	0.006068694	1.40E-07
CEACAM5	0.283489976	0.280943509	0.009495974	1.40E-07
LYPD5	1.962755058	2.251083006	0.354256799	1.43E-07
RN7SL738P	0.81443842	0.846473078	0.074973162	1.49E-07
ARL4C	3.757823689	3.224765845	0.307196533	1.52E-07
AC092800.1	0.25543222	0.25799814	0.010160196	1.63E-07
CEBPZ	-2.595526765	-2.24394712	8.861090656	1.64E-07
TMPRSS11F	0.377955826	0.382573767	0.016871884	1.77E-07
CDH17	0.886013666	0.869189294	0.02061843	1.80E-07
RAB3B	-4.98080026	-3.759111137	6.759435848	1.80E-07
AC092634.3	0.369779066	0.37698477	0.017287012	1.84E-07
AMOT	3.940431715	3.958669938	1.10106798	1.84E-07
KLRK1	0.298269346	0.304327071	0.011912666	1.89E-07
CIR1P3	0.227446525	0.228337301	0.010575005	1.94E-07
KCTD11	1.660057518	1.613320872	0.150232055	1.98E-07
FTL	1.671657212	1.838272653	9.307787403	1.99E-07
AC067931.3	0.369762668	0.379620415	0.017641728	2.16E-07
AC108058.1	0.271032842	0.27653976	0.010916759	2.18E-07
AP001207.3	0.36938367	0.37698477	0.014841884	2.20E-07
CNGB1	0.833390074	0.884603511	0.071869845	2.23E-07
HLA-DRB6	0.334432556	0.322248409	0.008607823	2.25E-07
KRT18P34	1.229450944	1.129481011	0.24909217	2.34E-07
KRT8P6	0.135875973	0.133126943	0.002957975	2.35E-07
SNORA7_ENSG00000206913	0.255757894	0.262060447	0.011693653	2.47E-07
RNU6-47P	0.117150939	0.118370923	0.004737789	2.50E-07
AP002800.1	0.229659975	0.2344553	0.009290111	2.61E-07
ISL2	0.785650939	0.828204986	0.074415417	2.65E-07
UGT2B4	0.40484719	0.41421089	0.019080708	2.65E-07
NR2F2-AS1	0.648981551	0.701547958	0.066301823	2.77E-07
SEMA7A	1.234765568	1.264969109	0.130930351	2.91E-07
FAM46A	2.771530517	3.018280719	0.688912007	2.94E-07
ACA64_ENSG00000238685	0.224194697	0.228933715	0.00912094	3.02E-07
LINC00668	1.780337485	2.054671436	0.339669765	3.35E-07
NANOGP8	-6.163155258	-3.274924151	6.636791112	3.47E-07
SH3BGRL	-4.18119401	-6.058134327	5.943062562	3.57E-07
TMEM52B	3.383703314	4.542073322	1.236401511	3.71E-07
AC016912.1	0.223516051	0.232951685	0.015699977	3.72E-07
STX11	1.222049722	1.348751858	0.165513913	3.74E-07
ZNF705G	0.206891444	0.201915036	0.007037255	3.80E-07
RPL15	-0.840058288	-0.964915823	10.04195488	3.82E-07
PRKAR1B	3.278322771	3.04101857	1.344168651	3.93E-07
PRDX4	-1.541523473	-1.577404996	9.403088551	4.03E-07
KRT18P15	1.761411386	1.495875745	0.532692876	4.05E-07
AC087477.2	0.50113591	0.511422633	0.020681684	4.11E-07
KARSP2	0.301676104	0.307339421	0.014297376	4.12E-07
AL139317.4	0.210273155	0.214804277	0.008701869	4.41E-07
KRT18P25	1.691547225	1.410972766	0.474021682	4.42E-07
AGR2	0.385868119	0.393584306	0.018599092	4.48E-07
AL049869.4	0.152462754	0.154479566	0.008962431	4.49E-07
Z98751.2	0.221107514	0.227085697	0.013807726	4.57E-07
EI24P1	0.307988473	0.321595677	0.028511228	4.73E-07
KRT18P10	1.970234804	1.580707982	0.588448076	4.74E-07
AL513303.1	0.196618344	0.198669111	0.008077617	4.82E-07
PIEZO1	2.305992327	2.352366761	0.640404727	4.86E-07
COL19A1	1.055919625	1.123335582	0.09649624	4.88E-07
PSAPL1	0.325730253	0.322176174	0.007091041	5.22E-07
PHACTR2-AS1	0.647216974	0.630427304	0.021035931	5.23E-07
FTH1P19	0.058073131	0.058700003	0.002442985	5.36E-07
KRT18P38	2.591422548	1.897375021	0.851234631	5.42E-07
PTGES	3.99042499	5.06146883	1.729922974	5.61E-07
PID1	0.980463181	1.005043147	0.102714483	5.63E-07
TRPV6	0.408932021	0.397397227	0.018596459	6.06E-07
CPN1	0.541046029	0.546493758	0.02674887	6.08E-07
TTC39A	2.81003607	2.489638026	0.202923367	6.23E-07
OR5P1P	0.437556602	0.446312116	0.029770583	6.29E-07
SQSTM1	2.530378979	5.769000459	5.548240807	6.57E-07
LINC01468	0.429209961	0.422348999	0.012511349	6.64E-07
RHOU	3.344121563	4.12202499	1.174643192	6.82E-07
SRRM1P2	0.257973158	0.252291014	0.005615991	6.91E-07
SETD7	3.234435208	3.903058001	1.126910119	7.19E-07
HSP90B1	-1.281790633	-1.282698139	10.32882009	7.48E-07
MBNL3	4.022680157	4.910989248	2.2394377	7.50E-07
FMOD	0.386365723	0.395221195	0.016336781	7.92E-07
DSC3	1.839483276	1.728739104	0.140125464	8.82E-07
TNR-IT1	0.235666106	0.240634007	0.010013304	8.94E-07
AC009318.2	0.977966612	1.006226725	0.091620226	9.30E-07
AC005046.1	1.235611773	1.332329098	0.238375133	9.44E-07
CR769775.4	0.20188823	0.197127606	0.004340163	9.71E-07
AP005062.1	0.667982974	0.715030173	0.071799836	9.80E-07
KRT73-AS1	0.303971977	0.30836616	0.015644114	9.94E-07
FTLP3	1.620359176	1.740663173	6.338124265	1.02E-06
AC009229.2	0.122266894	0.124467586	0.005235085	1.04E-06
WDFY3-AS1	0.222628226	0.228933715	0.012611689	1.08E-06
SKIL	-2.635730883	-3.933625259	6.713548369	1.10E-06
AL359736.1	0.099829855	0.102186896	0.004283037	1.13E-06
RGS4	0.655912449	0.647675113	0.021640881	1.14E-06
NOS2	1.224761208	1.198143738	0.070483007	1.17E-06
CDH24	0.911861703	0.898493606	0.097313521	1.20E-06
IZUMO3	0.433785349	0.435705682	0.015789408	1.23E-06
MBL2	0.410843173	0.403071393	0.013826851	1.27E-06
SSH3	2.077020998	2.011398626	0.390212003	1.31E-06
AC005840.3	0.181339135	0.184113515	0.007829121	1.32E-06
IMPDH1	3.438560319	3.738086163	1.627743963	1.37E-06
SNORA26_ENSG00000252236	0.140124904	0.138376569	0.005856356	1.42E-06
FIGNL2	0.535214388	0.525890927	0.036467328	1.44E-06
ARID3A	2.620484925	4.832405057	3.310693114	1.46E-06
MPP1	3.922409412	4.976675893	2.74945984	1.49E-06
AL121900.1	0.160191704	0.164060564	0.006950562	1.49E-06
CRYL1	1.339160414	1.485927499	0.203194194	1.52E-06
RXRA	2.558832469	2.424568452	0.61383702	1.58E-06
AL109936.2	0.154902818	0.156785617	0.006751563	1.62E-06
KDM5B	-1.961147493	-2.747996549	7.065074438	1.67E-06
CD9	-2.494327512	-1.631269579	9.331028982	1.70E-06
AL136968.1	0.468360845	0.479376834	0.020459217	1.75E-06
GPC1	2.532160235	2.8269882	0.954596559	1.79E-06
SRGAP2-AS1	0.116936517	0.118370923	0.005120388	1.82E-06
AC069366.2	0.289192016	0.298998385	0.015081691	1.88E-06
SFN	2.012727612	2.359865326	0.650569351	1.98E-06
SLC36A3	0.315065214	0.325754558	0.016436061	2.02E-06
E2F8	3.574804907	3.359096173	0.806557962	2.04E-06
MEA1	-1.325153807	-1.3374384	6.254271166	2.09E-06
RARRES3	1.188726835	1.332224005	0.191419192	2.13E-06
RBM22P4	0.132586368	0.135886112	0.005840424	2.14E-06
OR7E85P	0.393620496	0.401965908	0.021724204	2.14E-06
FBXL8	1.087470751	1.229076289	0.179535488	2.14E-06
IFITM2	-1.904589874	-2.562926243	7.156408125	2.21E-06
SGPP1	3.674452579	4.705556387	1.720276309	2.27E-06
KRT8P48	0.580621025	0.572906501	0.113832956	2.28E-06
SLC51B	0.334619389	0.34226821	0.017415406	2.29E-06
PARVA	3.952400789	3.909043765	1.636591909	2.31E-06
ACER3	5.459603808	4.696106979	1.405014165	2.37E-06
PALLD	4.032404884	5.101710288	2.749105766	2.43E-06
MEP1A	0.586101515	0.607118052	0.031604829	2.47E-06
MBNL1-AS1	0.371532435	0.372630295	0.019317009	2.47E-06
AL162293.1	0.065050085	0.063936255	0.001416119	2.56E-06
AC104131.1	1.148377663	1.315668609	0.196576435	2.65E-06
GRHL1	4.346636872	7.736498669	3.553111109	2.72E-06
KRT8P13	0.850694508	0.873061615	0.257745457	2.72E-06
ARHGAP29	4.064484713	4.378899959	2.054150436	2.73E-06
EFNB2	3.327167999	3.035252459	0.603036896	2.83E-06
GPM6B	-3.911061147	-7.58671426	4.80020934	2.84E-06
EGLN3-AS1	0.309467815	0.319497034	0.015721835	2.84E-06
PGLYRP4	0.271497752	0.26982965	0.007478137	2.91E-06
KRT18P56	1.402853945	1.174101386	0.43094356	2.92E-06
C10orf10	2.747245835	3.394516156	0.778083353	3.02E-06
KRT18P13	1.312351117	1.095106669	0.292118675	3.06E-06
DLL4	1.153188289	1.255268077	0.145776622	3.07E-06
NPNT	1.227479717	1.336553498	0.13687704	3.12E-06
KRT18P37	0.344864414	0.332502298	0.032509239	3.19E-06
AC073346.1	0.195810412	0.200861955	0.008785551	3.29E-06
ASGR2	0.234437807	0.228179352	0.005103634	3.30E-06
SLC7A8	4.696712795	2.071166692	3.821660332	3.30E-06
XCR1	0.317012198	0.315526316	0.012199783	3.33E-06
SLC20A2	3.32301584	3.829861942	2.206312484	3.34E-06
FAT2	0.554310837	0.571891173	0.039089472	3.41E-06
U3_ENSG00000238297	0.554980563	0.546889207	0.027553583	3.46E-06
TUBA1A	-1.719723377	-4.798044835	7.02831369	3.59E-06
AC009145.4	0.250431901	0.253600271	0.011375361	3.62E-06
FLJ42969	0.714502568	0.763836423	0.059805061	3.66E-06
AL049781.1	0.479029573	0.491569562	0.021656279	3.92E-06
AF127577.2	0.667299638	0.713591435	0.069143486	3.94E-06
AC002480.1	0.218997631	0.213461621	0.004767507	4.01E-06
LINC01686	0.709500894	0.689967265	0.033980878	4.13E-06
MIR1283-1	0.100860097	0.102186896	0.00457824	4.26E-06
CEBPA	1.309528165	1.5821596	0.32959256	4.27E-06
RASSF2	3.286505031	4.015213252	1.510183086	4.33E-06
TCL6	0.94432632	1.036562712	0.139205437	4.37E-06
BCAM	2.334830819	1.941783674	0.307293494	4.54E-06
FLJ30679	0.473458715	0.473800926	0.026091773	4.55E-06
RAB11FIP5	1.987408469	2.011581404	0.471113877	4.59E-06
SOX2	-3.716549886	-3.20740743	3.634543116	4.69E-06
ATP6V1C2	2.548484656	3.182420138	1.191106763	4.91E-06
OVCH2	0.474559418	0.487164959	0.03284726	5.01E-06
FBXL21	1.112008295	1.18430357	0.126532512	5.03E-06
MTMR10	1.086094459	1.270627927	0.265898286	5.07E-06
ACY3	0.342242673	0.333420476	0.007450511	5.13E-06
CCDC85C	2.135764875	2.714505443	0.869755478	5.21E-06
WNT7A	2.147783467	2.635606142	0.55946805	5.35E-06
AC005281.1	0.15268103	0.156785617	0.006999226	5.40E-06
ACTN2	2.002737602	1.817345431	0.145799205	5.40E-06
AC073072.1	1.167390884	1.338270726	0.202886589	5.83E-06
STMN1	-1.533299126	-2.346586524	10.84813439	5.86E-06
SUN2	1.408514665	1.373024844	0.24350992	5.89E-06
AC231533.2	-2.06708255	-1.942965236	4.18303307	5.98E-06
IDH1	-1.151700641	-2.05652565	9.211814293	6.02E-06
XAGE3	0.262598258	0.269726646	0.012099892	6.06E-06
ADAMTS9	1.386135545	1.294047836	0.083330261	6.08E-06
VASH2	-3.693023231	-5.942633995	3.950966425	6.29E-06
HNF1A-AS1	0.32138618	0.325305831	0.014842263	6.31E-06
MIR7856	0.141362043	0.144164233	0.007939016	6.33E-06
AL355987.3	0.094287732	0.096865534	0.004360987	6.60E-06
ERVMER34-1	5.656359429	4.179457661	0.384064776	6.76E-06
AL161668.3	0.426480441	0.409522035	0.009284339	6.88E-06
S100A11	1.257411308	1.745678601	7.535408123	7.00E-06
RETNLB	0.182639022	0.186872791	0.008472856	7.05E-06
Y_RNA_ENSG00000207286	0.2530425	0.262599195	0.01407296	7.24E-06
SLC25A41	0.278392459	0.280851364	0.013840186	7.35E-06
VSTM5	1.00234128	1.004781165	0.08926073	7.50E-06
AC004069.1	1.522467224	1.318741266	0.29022791	7.90E-06
PSTPIP2	2.498146551	2.242996779	0.213780237	7.97E-06
VDAC2	-0.851880274	-1.0931533	7.684792783	8.07E-06
AC039056.2	0.748416228	0.766067541	0.097225039	8.10E-06
RN7SKP217	0.19486476	0.200285377	0.009096431	8.10E-06
KRT7	1.715791452	1.942702338	0.360295166	8.35E-06
AL138756.1	1.009709912	1.090347844	0.131291896	8.41E-06
PDPN	-4.75874305	-3.769837654	5.785828845	8.50E-06
CARD14	0.566327547	0.593411033	0.055979765	8.63E-06
TACC1	3.63874858	5.852065662	2.940585184	8.73E-06
AC114488.1	0.295779329	0.305440338	0.015094131	8.84E-06
AC073534.1	0.738805615	0.889404977	0.16688585	9.42E-06
DPP4	1.851117283	1.927192173	0.349185794	9.94E-06
TCN1	0.278635015	0.286527221	0.013133789	1.00E-05
PRLR	1.174162743	1.160732485	0.140573727	1.07E-05
DLX3	3.129384061	5.408251346	2.377934638	1.08E-05
RHOD	2.25360748	2.204582461	0.700135021	1.08E-05
CAPN1	3.24118339	4.015268573	3.269041808	1.10E-05
HSPA2	3.377205506	5.402894461	3.384116787	1.12E-05
NRIP1	3.707855863	3.795890219	1.603465534	1.15E-05
LHFPL2	4.631538142	3.882696915	0.858131917	1.15E-05
NFKBIZ	2.095112148	1.91363414	0.24548307	1.21E-05
PPARG	3.321622122	5.601394891	2.371534723	1.23E-05
CIZ1	2.814997431	2.930316751	1.540771861	1.24E-05
ADAM15	3.023109536	4.169470586	1.88741714	1.24E-05
TMPRSS11BNL	0.509296185	0.528952879	0.028875198	1.26E-05
AL080316.1	0.235867746	0.242605225	0.013180387	1.38E-05
ELF4	1.839815313	2.263309196	0.525158761	1.40E-05
CCDC54	0.407325435	0.419194761	0.019497898	1.40E-05
CALU	-1.136256955	-1.888318605	8.255735015	1.40E-05
BANF1P1	0.292967898	0.302064185	0.027399743	1.42E-05
PDCD1LG2	0.3725365	0.386745443	0.024134196	1.43E-05
SNORD42B	0.195348708	0.207063922	0.016361126	1.48E-05
AC243654.2	0.158700245	0.162537119	0.010126608	1.49E-05
HSP90B2P	-1.343867976	-1.527338072	4.176970926	1.50E-05
PLEKHF2	3.78831311	5.328707014	2.944314168	1.51E-05
HMOX1	3.109857138	5.942524335	3.347985102	1.63E-05
RNU2-51P	0.572557884	0.54998435	0.012464397	1.68E-05
ABHD11	2.89567972	3.406907817	2.63375058	1.71E-05
AC025040.1	0.261936961	0.269726646	0.01267934	1.77E-05
MVP	3.190906506	5.076717244	2.215453619	1.81E-05
LINC02435	0.926924579	1.051524869	0.157956592	1.87E-05
DCBLD1	2.543138226	2.706965405	1.00081712	1.88E-05
RNF157-AS1	0.241103673	0.237596974	0.005248748	1.92E-05
CYP2C18	0.749431359	0.809410352	0.075066395	1.93E-05
ITPRIPL2	2.028863409	2.377416361	0.574850777	1.95E-05
CTC1	2.717260933	3.291839634	1.469546586	1.97E-05
MYOF	3.330986816	5.633914003	2.41944617	1.98E-05
OLR1	3.702377094	5.146675585	1.484490722	1.99E-05
BIN2	3.248324433	5.763039105	2.640857459	2.04E-05
DRD2	0.481739674	0.499768565	0.031375131	2.04E-05
GOLIM4	-3.191883954	-3.357622958	4.33052347	2.04E-05
ZG16	0.357262097	0.368653385	0.022478416	2.04E-05
MAML2	2.416087401	2.083440087	0.145761216	2.05E-05
TAC4	0.52717698	0.527875802	0.026676515	2.12E-05
CTD-2194D22.4	0.119632116	0.124202343	0.008367699	2.15E-05
TPSP2	0.096858307	0.095435344	0.002108574	2.16E-05
SYPL1P2	0.378947506	0.37765744	0.016094684	2.18E-05
AK4P3	-2.34202854	-1.856341324	2.672042179	2.18E-05
GPC3	-3.848776359	-5.029702415	4.393217986	2.20E-05
LYPD2	0.299105745	0.308180396	0.014639813	2.24E-05
CUBN	0.713466741	0.692863501	0.031456717	2.34E-05
LIFR	3.392152534	3.836163715	1.931915501	2.36E-05
PFKP	3.817777979	2.85300953	4.072450569	2.43E-05
SH3BGRL2	3.821003789	3.89582581	2.115362482	2.43E-05
AC079915.1	0.794535156	0.768786831	0.035635779	2.50E-05
LHB	0.363047367	0.383319806	0.026082369	2.57E-05
IP6K3	0.701799103	0.749176628	0.062572466	2.58E-05
CDHR5	0.194301481	0.200285377	0.009589993	2.66E-05
SUZ12P1	-3.708704501	-3.086996887	4.768900459	2.67E-05
MIR3680-1	0.137449846	0.141689042	0.006789539	2.70E-05
SH2D4A	3.113636083	5.838199263	3.466593828	2.70E-05
HOXC6	0.301471206	0.298237793	0.014925797	2.77E-05
PPFIBP2	3.295636149	2.683734469	0.358642287	2.87E-05
FOXD2-AS1	0.882351128	0.95982335	0.116815679	3.17E-05
KRT8P2	0.386367018	0.390522104	0.067020159	3.28E-05
IRF8	1.026359291	1.091208645	0.14086418	3.36E-05
COX6A1	-1.228503498	-0.834108756	7.513354976	3.40E-05
