Gene	logFC	logCPM	F	PValue	FDR	logCPM_primed	logCPM_naive
UPP1	5.998490847	9.031441699	89.03796511	8.34E-08	9.49E-06	6.032196276	12.03068712
PVR	5.318502305	5.555785788	81.27758003	8.55E-08	9.70E-06	2.896534636	8.215036941
SMPDL3A	5.604054663	5.227323324	81.81494877	8.65E-08	9.77E-06	2.425295992	8.029350655
PPP2R2B	-6.069550725	4.21630811	81.10774574	8.68E-08	9.77E-06	7.251083473	1.181532747
BHMT2	13.73319567	2.072595495	86.84647408	9.16E-08	1.03E-05	-4.794002339	8.939193329
DPYSL2	-4.779293646	7.844336128	80.29180297	9.31E-08	1.04E-05	10.23398295	5.454689305
F3	5.085350597	5.394883434	80.26546425	9.33E-08	1.04E-05	2.852208135	7.937558733
PCDH11X	-10.16124193	4.358434948	99.63071615	9.38E-08	1.04E-05	9.439055912	-0.722186016
DPYSL3	-6.061206125	4.945686742	83.26079985	9.43E-08	1.04E-05	7.976289804	1.915083679
NLRP12	6.22251897	4.095270303	80.07896864	9.48E-08	1.04E-05	0.984010818	7.206529789
AC011447.7	10.36442336	4.351983993	99.35921715	9.54E-08	1.05E-05	-0.830227689	9.534195675
NBEA	-5.49184083	4.804666506	79.9091468	9.62E-08	1.05E-05	7.550586921	2.058746091
HOXD13	13.72693832	2.050268379	86.15404778	9.66E-08	1.05E-05	-4.813200783	8.913737542
SNHG18	-11.52562569	2.244252032	81.32501975	9.67E-08	1.05E-05	8.007064875	-3.518560811
GDF3	4.709063496	7.555747772	79.83970919	9.68E-08	1.05E-05	5.201216024	9.91027952
AC044839.2	13.69791047	2.051255292	86.07573438	9.72E-08	1.05E-05	-4.797699942	8.900210526
AC008753.3	10.00648708	3.885070446	93.42627204	9.75E-08	1.05E-05	-1.118173096	8.888313988
SPAG4	-6.515482002	4.349514271	81.16732013	9.99E-08	1.07E-05	7.607255272	1.09177327
ZNF781	5.911746666	4.902529692	80.94636505	1.01E-07	1.08E-05	1.946656359	7.858403025
ABCC13	10.49850365	3.765912178	93.35514962	1.02E-07	1.09E-05	-1.483339647	9.015164004
EPDR1	-13.68889255	2.012087169	85.36102296	1.03E-07	1.09E-05	8.856533446	-4.832359108
CD24	-4.724570103	8.58271498	79.14711833	1.03E-07	1.09E-05	10.94500003	6.220429929
CRABP1	-7.047134091	4.836115884	87.1740438	1.04E-07	1.10E-05	8.359682929	1.312548838
SLC25A16	4.921343583	6.915847099	78.86959736	1.05E-07	1.10E-05	4.455175307	9.37651889
ARX	13.67327415	2.006468091	85.03730747	1.05E-07	1.10E-05	-4.830168983	8.843105165
PHKA1	4.674315027	6.463797509	78.75925777	1.06E-07	1.11E-05	4.126639995	8.800955022
LIPA	-4.927733349	5.627766816	78.70501618	1.07E-07	1.11E-05	8.09163349	3.163900141
CCND2	-6.763553158	6.893480589	91.80406822	1.09E-07	1.13E-05	10.27525717	3.511704009
LIPH	7.123873014	5.064863083	88.59916912	1.12E-07	1.16E-05	1.502926576	8.62679959
PPP3CA	-5.817123144	8.185269685	85.23309247	1.14E-07	1.17E-05	11.09383126	5.276708113
PLD6	13.6490598	1.971166284	83.96526899	1.15E-07	1.18E-05	-4.853363615	8.795696182
SAMHD1	4.609044007	7.048857012	77.84976372	1.15E-07	1.18E-05	4.744335009	9.353379016
TFAP2C	6.620598144	6.859693344	90.66842187	1.18E-07	1.20E-05	3.549394272	10.16999242
CRIP1	13.70660358	2.009205213	83.33462813	1.20E-07	1.22E-05	-4.844096576	8.862507003
SLC25A44	4.593953293	7.120197313	77.13719544	1.23E-07	1.24E-05	4.823220666	9.417173959
HRK	5.90684981	4.292839668	77.07293385	1.24E-07	1.24E-05	1.339414762	7.246264573
LINC01844	-10.76170654	2.083855042	77.01772294	1.24E-07	1.24E-05	7.46470831	-3.296998226
SATB1	-6.57780831	3.650495575	77.004143	1.24E-07	1.24E-05	6.939399729	0.36159142
SDC2	-5.945374019	4.195670326	76.98662318	1.24E-07	1.24E-05	7.168357335	1.222983316
NAP1L3	-4.865008769	6.049263811	76.94843173	1.25E-07	1.24E-05	8.481768195	3.616759426
DDX43	7.340294657	5.418794601	89.83702369	1.25E-07	1.24E-05	1.748647272	9.088941929
GAPDHP14	11.28872563	1.896576	76.67268014	1.28E-07	1.27E-05	-3.747786814	7.540938814
NAA11	13.5843911	1.910142293	82.40657278	1.30E-07	1.28E-05	-4.882053256	8.702337841
PPARG	10.5992829	2.913991388	83.64717341	1.33E-07	1.31E-05	-2.385650061	8.213632836
B3GALT1	-10.51583506	3.946103151	92.71930424	1.33E-07	1.31E-05	9.204020682	-1.311814381
AKR1C3	-13.56670447	1.889040999	81.7374583	1.37E-07	1.34E-05	8.672393232	-4.894311234
CHI3L2	13.5687449	1.88526074	81.52422697	1.39E-07	1.36E-05	-4.899111709	8.669633189
AC123912.4	13.51656753	1.884499208	81.30872682	1.42E-07	1.38E-05	-4.87378456	8.642782975
AC016582.3	10.3793838	3.150938765	84.65360684	1.42E-07	1.38E-05	-2.038753133	8.340630663
TUBB4A	6.730790976	7.603480309	88.38621227	1.44E-07	1.39E-05	4.238084822	10.9688758
BLVRA	-6.260240694	3.757656104	75.30472402	1.45E-07	1.40E-05	6.887776451	0.627535756
ZNF432	4.914483666	5.384466569	75.00693862	1.49E-07	1.43E-05	2.927224736	7.841708402
GNG2	-6.937703455	3.533710421	74.93033826	1.50E-07	1.43E-05	7.002562148	0.064858693
LRRN1	-8.10170105	4.698081613	87.39732877	1.55E-07	1.48E-05	8.748932138	0.647231088
PDK1	-4.488633379	7.146134868	73.92825742	1.64E-07	1.56E-05	9.390451558	4.901818179
DLX6	13.45096009	1.792388712	79.44816088	1.65E-07	1.56E-05	-4.933091331	8.517868756
HOXB7	13.5086213	1.818724189	79.42701172	1.65E-07	1.56E-05	-4.935586461	8.57303484
CTCFL	-10.26211588	1.744204461	73.7166512	1.68E-07	1.58E-05	6.8752624	-3.386853478
SLC12A3	11.22984249	1.989814679	74.50888593	1.69E-07	1.59E-05	-3.625106568	7.604735926
PTX3	-13.43035271	1.755738199	78.87675075	1.73E-07	1.62E-05	8.470914554	-4.959438156
IL6R	8.810489511	5.041773048	89.823426	1.78E-07	1.66E-05	0.636528293	9.447017804
MSX2	9.088516416	2.448468888	73.39015782	1.82E-07	1.69E-05	-2.09578932	6.992727096
AL049874.3	-10.87927223	2.945456105	81.45105166	1.83E-07	1.69E-05	8.385092222	-2.494180012
EPPK1	4.620313974	6.3971314	72.59454076	1.86E-07	1.72E-05	4.086974413	8.707288387
ZIC5	-6.775055079	3.281674219	72.46968231	1.88E-07	1.74E-05	6.669201759	-0.10585332
MX1	7.242603724	5.843822018	87.60189589	1.90E-07	1.74E-05	2.222520156	9.46512388
EGR1	-5.933392343	4.065083674	72.26581663	1.92E-07	1.76E-05	7.031779845	1.098387503
ECEL1P1	13.37802833	1.716279611	77.606366	1.93E-07	1.76E-05	-4.972734553	8.405293775
GPR1-AS	10.44080412	4.161749165	88.4707475	1.95E-07	1.78E-05	-1.058652893	9.382151223
SLC7A7	5.728288183	6.25279888	79.86204585	1.96E-07	1.78E-05	3.388654789	9.116942972
ZNF562	4.971559694	4.974438258	72.06263289	1.96E-07	1.78E-05	2.488658411	7.460218105
TRIM75P	13.35478687	1.720739463	77.30969846	1.98E-07	1.79E-05	-4.95665397	8.398132896
C15orf59-AS1	-13.37630919	1.774920919	77.23640625	1.99E-07	1.79E-05	8.463075514	-4.913233676
TPTEP1	6.504980956	3.453224018	71.77234907	2.01E-07	1.81E-05	0.20073354	6.705714496
AC105243.1	7.96784706	5.627277615	87.89076607	2.03E-07	1.82E-05	1.643354085	9.611201145
SYNDIG1L	-13.34910324	1.741180421	76.80407134	2.06E-07	1.84E-05	8.41573204	-4.933371198
NEAT1	4.383710621	6.975300179	71.51121631	2.06E-07	1.84E-05	4.783444868	9.167155489
SEMG1	-13.44820585	1.775459455	76.75378647	2.07E-07	1.84E-05	8.499562377	-4.948643468
NPR1	-13.38018909	1.794150486	76.70886771	2.08E-07	1.84E-05	8.484245029	-4.895944058
FHL1	-5.740749855	4.051132289	71.29478521	2.11E-07	1.86E-05	6.921507217	1.180757362
SPESP1	11.06584977	1.735730479	71.01930019	2.16E-07	1.90E-05	-3.797194407	7.268655365
SOHLH2	6.451809714	4.66680676	77.01057645	2.16E-07	1.90E-05	1.440901903	7.892711617
MT2A	5.404870183	7.253152749	76.89705815	2.23E-07	1.95E-05	4.550717658	9.955587841
NEFH	4.686422378	5.580351571	70.68439161	2.23E-07	1.95E-05	3.237140382	7.92356276
MFGE8	-5.72780935	5.185977608	75.97798046	2.28E-07	1.98E-05	8.049882283	2.322072933
FCGR2B	13.31221699	1.635820967	75.62292692	2.28E-07	1.98E-05	-5.020287527	8.291929461
ENPP5	-5.015947323	5.049923216	70.42669185	2.29E-07	1.98E-05	7.557896878	2.541949555
CHRDL1	-10.37600098	2.624232487	76.54542967	2.30E-07	1.99E-05	7.812232976	-2.563768003
APLN	-13.26370358	1.61973751	75.50264429	2.31E-07	1.99E-05	8.251589298	-5.012114279
HNF4A	10.74815551	2.25012413	74.58153334	2.34E-07	2.01E-05	-3.123953626	7.624201886
DACT2	6.762880937	3.293443028	70.12985619	2.36E-07	2.02E-05	-0.08799744	6.674883497
ARGFX	13.30805321	1.623362736	75.05447438	2.40E-07	2.05E-05	-5.030663868	8.277389341
GATA2	10.69948576	2.226970818	73.87517142	2.48E-07	2.11E-05	-3.122772061	7.576713698
XAGE2	13.34856564	1.654197006	74.64960392	2.48E-07	2.11E-05	-5.020085813	8.328479825
FGL1	10.56316027	2.012518221	71.63265038	2.52E-07	2.14E-05	-3.269061913	7.294098355
USP3	-4.647547807	5.298905885	69.29586802	2.56E-07	2.16E-05	7.622679788	2.975131981
TUSC1	13.21738545	1.575373814	74.10930879	2.60E-07	2.20E-05	-5.033318911	8.184066539
LINC00189	13.22774432	1.557752471	73.92124892	2.65E-07	2.23E-05	-5.05611969	8.171624632
IGDCC4	-5.408202962	4.226076594	68.64613847	2.72E-07	2.28E-05	6.930178076	1.521975113
SPATS2L	-5.199737114	4.646065032	68.60460367	2.73E-07	2.28E-05	7.24593359	2.046196475
REM1	13.27102529	1.58019819	73.54549793	2.74E-07	2.28E-05	-5.055314456	8.215710835
FOLR3	13.21728008	1.541450198	73.48076809	2.75E-07	2.29E-05	-5.067189844	8.150090239
MILR1	13.1972753	1.533735011	73.40043357	2.77E-07	2.29E-05	-5.064902638	8.13237266
VCX3B	8.372765675	4.049385954	79.16097878	2.77E-07	2.29E-05	-0.136996884	8.235768791
CA3	-10.77674253	4.875858722	93.63078835	2.78E-07	2.29E-05	10.26422999	-0.512512545
PLA2G7	-10.42013216	1.733065026	68.40251677	2.79E-07	2.30E-05	6.943131107	-3.477001055
AC007207.2	5.721682785	3.915629215	68.36527159	2.80E-07	2.30E-05	1.054787822	6.776470607
PQLC1	5.913017752	4.66081366	72.39428164	2.83E-07	2.32E-05	1.704304784	7.617322536
TAF13	4.220178224	7.547596117	68.0533056	2.89E-07	2.36E-05	5.437507005	9.657685229
ZNF878	4.646679251	5.397495047	67.84941032	2.95E-07	2.40E-05	3.074155422	7.720834673
TUBA3D	9.988591846	1.521518765	67.76799569	2.97E-07	2.41E-05	-3.472777158	6.515814688
AC090505.1	11.15246583	1.922170899	70.2677976	3.00E-07	2.43E-05	-3.654062014	7.498403811
AC007490.1	-13.1762276	1.500731063	72.11287685	3.11E-07	2.51E-05	8.088844865	-5.087382738
DSCR4	11.13470035	1.905382729	69.84079444	3.12E-07	2.52E-05	-3.661967443	7.472732902
MKRN4P	8.211828623	2.889621531	70.6843964	3.15E-07	2.53E-05	-1.21629278	6.995535843
ZNF572	13.24730568	1.727317591	71.87371098	3.18E-07	2.55E-05	-4.896335248	8.35097043
LCK	-7.742879823	5.177112148	81.46302521	3.22E-07	2.57E-05	9.048552059	1.305672236
ZNF883	9.871375252	2.381692006	71.61064671	3.26E-07	2.60E-05	-2.55399562	7.317379632
FOXD3-AS1	-4.63812422	5.791809688	66.77183322	3.28E-07	2.61E-05	8.110871798	3.472747578
AGL	4.276146286	8.943262456	66.76997591	3.28E-07	2.61E-05	6.805189312	11.0813356
AC008109.1	13.10986893	1.439001367	71.29987411	3.35E-07	2.65E-05	-5.115933099	7.993935832
MT1F	4.424584229	6.380643946	66.41628764	3.40E-07	2.68E-05	4.168351831	8.59293606
MEIS1	10.57487074	2.067071424	70.31651627	3.40E-07	2.68E-05	-3.220363944	7.354506792
AL354714.2	-4.19903938	7.904634475	66.27295907	3.45E-07	2.71E-05	10.00415417	5.805114785
DAPP1	13.06927821	1.42118756	70.82749639	3.49E-07	2.74E-05	-5.113451547	7.955826666
NELL2	-5.292323158	4.233299958	65.86730106	3.60E-07	2.81E-05	6.879461537	1.587138379
RASL11B	-4.235748009	6.136305626	65.79923374	3.62E-07	2.82E-05	8.254179631	4.018431621
AC092546.1	13.04591346	1.404795274	70.37336439	3.64E-07	2.83E-05	-5.118161456	7.927752003
LHFPL3	13.03599577	1.417158705	70.14139553	3.72E-07	2.89E-05	-5.100839181	7.935156591
LINP1	-13.07280557	1.482516179	70.10923861	3.73E-07	2.89E-05	8.018918965	-5.053886608
COL11A1	-7.050631061	2.979058062	65.4070268	3.77E-07	2.91E-05	6.504373593	-0.546257468
CFLAR	4.171028205	6.558936264	65.3577422	3.79E-07	2.92E-05	4.473422162	8.644450366
ZNF454	8.820340203	1.813428501	65.31058368	3.81E-07	2.92E-05	-2.596741601	6.223598602
FSTL1	-4.245877554	7.45454613	65.30240057	3.81E-07	2.92E-05	9.577484907	5.331607353
SNORD114-20	10.16147842	3.165208217	75.2676194	3.85E-07	2.94E-05	-1.915530993	8.245947427
AC104461.1	-4.348963334	5.825173223	65.08165932	3.90E-07	2.97E-05	7.99965489	3.650691556
ZNF600	4.640439695	6.96416638	67.66161074	3.92E-07	2.98E-05	4.643946533	9.284386227
ITM2A	-5.046839774	4.423617795	64.97456794	3.94E-07	2.99E-05	6.947037682	1.900197907
TCF4	-4.359761845	5.821163204	64.95198024	3.95E-07	2.99E-05	8.001044126	3.641282282
C1orf61	-5.221864874	4.497087853	64.90381715	3.97E-07	3.00E-05	7.10802029	1.886155416
BTK	5.881909093	3.673747454	64.8783589	3.98E-07	3.00E-05	0.732792908	6.614702001
AHSP	-13.01235387	1.408188465	69.30457211	4.02E-07	3.02E-05	7.914365397	-5.097988468
ZNF716	7.92044157	2.234570037	64.73465851	4.04E-07	3.03E-05	-1.725650748	6.194790822
MFSD4B	4.540550901	5.234095105	64.49898197	4.14E-07	3.10E-05	2.963819654	7.504370555
LINC00989	12.98308829	1.333180616	68.8938068	4.18E-07	3.12E-05	-5.158363529	7.82472476
MIR4458HG	10.05769515	1.899665601	66.542737	4.22E-07	3.12E-05	-3.129181974	6.928513176
EMB	-5.576943172	4.351484081	65.35695218	4.22E-07	3.12E-05	7.139955667	1.563012495
GCNT3	10.79652417	1.529613278	64.7501805	4.23E-07	3.12E-05	-3.868648805	6.927875362
SMS	-4.128158119	8.495733854	64.28136787	4.23E-07	3.12E-05	10.55981291	6.431654794
SLC25A21	-9.54723616	1.592909125	64.27679455	4.24E-07	3.12E-05	6.366527205	-3.180708955
SLC1A1	-7.004485069	3.634920152	68.54022477	4.24E-07	3.12E-05	7.137162687	0.132677618
HKR1	4.174149939	6.324931232	64.21994111	4.26E-07	3.13E-05	4.237856263	8.412006202
GALNT6	4.744812856	4.862375699	63.97541261	4.37E-07	3.19E-05	2.489969271	7.234782127
RRAGD	-5.268696482	4.111861972	63.97215949	4.37E-07	3.19E-05	6.746210213	1.477513731
BTBD17	-13.14132158	1.602876954	68.33543576	4.40E-07	3.21E-05	8.173537746	-4.967783839
BHMT	6.791012405	4.535650819	72.18345288	4.42E-07	3.21E-05	1.140144617	7.931157022
AC025048.6	-4.222884591	5.878247047	63.74697495	4.48E-07	3.25E-05	7.989689343	3.766804751
TRIB2	-4.43918652	5.313996817	63.72577589	4.49E-07	3.25E-05	7.533590077	3.094403556
SCGB1D2	13.02065747	1.331471962	68.09764273	4.50E-07	3.25E-05	-5.178856771	7.841800695
SLC5A5	5.296143733	4.027340392	63.61313277	4.54E-07	3.27E-05	1.379268525	6.675412258
ZYG11A	10.66705112	5.206372467	90.88162917	4.57E-07	3.29E-05	-0.127153091	10.53989803
AL589843.1	12.98249315	1.299826661	67.89128199	4.59E-07	3.29E-05	-5.191419916	7.791073238
TGFBR3	5.089085291	4.613137028	63.50156435	4.59E-07	3.29E-05	2.068594382	7.157679674
HOOK1	-5.16073242	5.025165659	66.05410469	4.62E-07	3.30E-05	7.605531869	2.444799449
DLX5	12.95318701	1.275460068	67.52001734	4.75E-07	3.38E-05	-5.201133435	7.752053571
TWIST1	10.48407934	2.007140306	67.32897194	4.75E-07	3.38E-05	-3.234899362	7.249179974
LIMD2	-5.722709937	4.088912049	63.76306628	4.80E-07	3.40E-05	6.950267017	1.22755708
LAMB3	9.024200231	1.65960214	62.86366722	4.91E-07	3.47E-05	-2.852497975	6.171702255
SOAT1	4.940029277	6.220864792	67.6721591	4.95E-07	3.50E-05	3.750850154	8.690879431
AL136537.2	12.90866514	1.239368938	66.84879871	5.07E-07	3.57E-05	-5.214963631	7.693701507
RNF125	4.260488348	5.681898282	62.53672091	5.09E-07	3.57E-05	3.551654108	7.812142456
FRG1CP	7.219956323	2.692247629	62.50339619	5.10E-07	3.57E-05	-0.917730532	6.302225791
LINC02531	12.92950027	1.247632167	66.75000558	5.11E-07	3.57E-05	-5.21711797	7.712382304
SLC6A15	-7.615572834	3.246050254	67.11405987	5.13E-07	3.57E-05	7.053836671	-0.561736163
COL4A6	-8.031770209	2.971045976	67.10831796	5.13E-07	3.57E-05	6.986931081	-1.044839128
UPK1A	-5.977087383	3.614358511	62.43671723	5.14E-07	3.57E-05	6.602902202	0.625814819
SCG3	-4.27568837	6.55411173	62.40893485	5.16E-07	3.57E-05	8.691955915	4.416267545
TCL1A	12.94703416	1.259264111	66.5901631	5.19E-07	3.59E-05	-5.214252968	7.73278119
P3H2	-5.734189414	4.663010738	66.91940661	5.22E-07	3.60E-05	7.530105445	1.795916031
GRHL1	5.104573091	4.500082303	62.26590409	5.23E-07	3.60E-05	1.947795758	7.052368849
FGD3	8.848780455	1.625407203	62.23401225	5.25E-07	3.61E-05	-2.798983025	6.04979743
NLGN4X	-4.129822692	5.952819909	62.1215507	5.32E-07	3.64E-05	8.017731255	3.887908563
AC123912.1	12.89409685	1.21927004	66.3336683	5.32E-07	3.64E-05	-5.227778386	7.666318466
BNIP3L	-4.168637767	7.705503417	62.03051612	5.37E-07	3.66E-05	9.789822301	5.621184534
AL161645.1	12.86410429	1.21071601	66.19128899	5.40E-07	3.67E-05	-5.221336133	7.642768153
DMBX1	12.87120958	1.208235329	66.18389432	5.40E-07	3.67E-05	-5.227369461	7.643840118
AP1S2	-4.149163323	8.57422806	61.79560429	5.50E-07	3.73E-05	10.64880972	6.499646399
LHFPL3-AS2	12.86607997	1.195916343	65.8854191	5.56E-07	3.76E-05	-5.237123644	7.628956329
SEMA5A	-9.426894067	2.007525945	64.02314419	5.58E-07	3.77E-05	6.720972979	-2.705921088
CCDC144B	6.59808193	2.812150378	61.59934568	5.62E-07	3.79E-05	-0.486890587	6.111191343
ZNF350-AS1	10.63598613	1.207326102	61.55170767	5.65E-07	3.80E-05	-4.110666964	6.525319168
MYO1G	12.85653781	1.187040619	65.6977529	5.66E-07	3.80E-05	-5.241228284	7.615309522
BNIP3P17	13.00739583	1.507294799	65.66731846	5.68E-07	3.80E-05	-4.996403117	8.010992715
IL32	5.405340411	4.053430379	61.38557376	5.75E-07	3.84E-05	1.350760173	6.756100584
PYGB	6.133505266	8.017071602	72.88412718	5.81E-07	3.87E-05	4.950318969	11.08382423
AC098487.1	-6.944760951	2.600853476	61.23791771	5.84E-07	3.89E-05	6.073233951	-0.871527
AC008938.1	10.61050985	1.227546621	61.08605243	5.94E-07	3.94E-05	-4.077708304	6.532801546
RGS5_ENSG00000143248	-4.9620292	4.236297492	60.7034673	6.19E-07	4.10E-05	6.717312092	1.755282892
GLT6D1	-12.78202511	1.115813917	64.66206192	6.26E-07	4.14E-05	7.50682647	-5.275198637
GPM6A	-7.702611485	2.150696112	60.58573446	6.27E-07	4.14E-05	6.002001855	-1.70060963
IMPDH1P10	12.91244558	1.22082013	64.61308607	6.29E-07	4.14E-05	-5.235402661	7.67704292
AIG1	-4.809750723	4.449365732	60.51220952	6.32E-07	4.15E-05	6.854241093	2.044490371
RNF175	-9.871354135	2.054598849	64.91691041	6.33E-07	4.15E-05	6.990275917	-2.881078218
AIRE	12.79323987	1.12986037	64.49100643	6.37E-07	4.16E-05	-5.266759566	7.526480305
MAN1C1	4.69620105	4.632376989	60.38212323	6.41E-07	4.19E-05	2.284276465	6.980477514
RSPO3	12.77369816	1.181221587	64.20306793	6.55E-07	4.27E-05	-5.205627495	7.568070669
ADCY2	-8.105779175	2.428769827	62.2160281	6.60E-07	4.29E-05	6.481659415	-1.62411976
TRIB3	4.115564911	6.948501012	59.9292848	6.74E-07	4.37E-05	4.890718557	9.006283468
SPRY1	-5.669508546	3.854825169	60.27708636	6.79E-07	4.40E-05	6.689579442	1.020070895
ZEB1	-9.006250826	3.615470879	71.16323534	6.83E-07	4.41E-05	8.118596292	-0.887654534
ABCA1	4.443032086	8.528660469	61.96828402	6.93E-07	4.47E-05	6.307144426	10.75017651
LINC01524	12.7586786	1.08685626	63.53215652	7.00E-07	4.50E-05	-5.292483039	7.46619556
CCND3	4.077143628	6.046100716	59.54701331	7.03E-07	4.51E-05	4.007528902	8.08467253
FREM2	-6.382849931	2.943217385	59.4304762	7.12E-07	4.56E-05	6.134642351	-0.24820758
AL358473.1	-7.237128675	2.309173315	59.3284182	7.20E-07	4.60E-05	5.927737652	-1.309391023
AC002463.1	12.72144636	1.072857223	63.20691463	7.24E-07	4.62E-05	-5.287865958	7.433580404
AC064802.1	4.197099922	5.479994798	59.13516914	7.36E-07	4.68E-05	3.381444837	7.578544759
PDCD4	-4.13498678	5.590509214	58.93875467	7.52E-07	4.77E-05	7.658002604	3.523015824
VSNL1	-4.355815726	7.05412667	61.1800083	7.54E-07	4.77E-05	9.232034533	4.876218807
GCNT1	4.06121832	5.945287394	58.8999522	7.55E-07	4.77E-05	3.914678234	7.975896554
AC010729.1	-12.6905219	1.067853248	62.76783274	7.56E-07	4.77E-05	7.4131142	-5.277407705
LINC02484	9.558026427	3.260158132	69.62198614	7.64E-07	4.81E-05	-1.518855081	8.039171346
DPYSL5	-12.68117702	1.051356327	62.66201595	7.64E-07	4.81E-05	7.391944839	-5.289232185
PDLIM1	4.027078871	7.423117056	58.55542681	7.85E-07	4.93E-05	5.409577621	9.436656492
RAB3C	-6.537836954	2.924017815	58.52558482	7.88E-07	4.93E-05	6.192936292	-0.344900662
NANOGP1	4.230474243	5.147687759	58.41620242	7.97E-07	4.98E-05	3.032450637	7.262924881
TRIM49	12.82418319	1.324912112	62.17900689	8.03E-07	4.98E-05	-5.087179482	7.737003706
CD2	-12.66261955	0.996484829	62.17805393	8.03E-07	4.98E-05	7.327794604	-5.334824946
TRIM61	5.75057853	3.33216709	58.35353238	8.03E-07	4.98E-05	0.456877825	6.207456355
LINC00908	-10.48886669	1.076244101	58.34939594	8.03E-07	4.98E-05	6.320677445	-4.168189244
CLDN10	-4.692402509	5.415560837	60.74255431	8.09E-07	5.01E-05	7.761762091	3.069359582
NMNAT1P3	-10.13656691	1.543634359	60.57481347	8.11E-07	5.01E-05	6.611917815	-3.524649096
NTM	-6.737527059	2.748793213	58.24360473	8.13E-07	5.01E-05	6.117556742	-0.619970317
SYT1	-4.78786027	4.278962759	58.16153455	8.20E-07	5.05E-05	6.672892894	1.885032624
RIMKLA	-5.505607838	3.840952265	58.05733267	8.30E-07	5.10E-05	6.593756184	1.088148346
ST8SIA6-AS1	10.25694689	1.795487975	61.89759908	8.46E-07	5.18E-05	-3.332985469	6.92396142
VCAN	-4.131878389	6.556337671	58.28883905	8.50E-07	5.19E-05	8.622276866	4.490398476
GNG11	-5.235746146	3.73355707	57.82714761	8.52E-07	5.19E-05	6.351430143	1.115683997
HES2	10.47634116	1.15143564	57.82622671	8.52E-07	5.19E-05	-4.086734939	6.389606219
SGK1	3.89028326	7.03631927	57.78421877	8.56E-07	5.20E-05	5.09117764	8.9814609
GABRA2	-6.13628849	2.957715018	57.77801898	8.57E-07	5.20E-05	6.025859263	-0.110429227
AC078899.4	8.577076495	2.555866659	62.03655239	8.58E-07	5.20E-05	-1.732671588	6.844404907
CRYBA2	12.74620403	1.056519827	61.37023833	8.72E-07	5.27E-05	-5.316582187	7.429621841
ZNF385D-AS1	8.730370907	2.31043775	61.64475053	8.77E-07	5.29E-05	-2.054747704	6.675623203
DMKN	-6.797341545	5.984754431	68.67850685	8.93E-07	5.38E-05	9.383425203	2.586083658
PTPRD-AS1	-12.72494945	1.06110549	60.96640463	9.09E-07	5.46E-05	7.423580215	-5.301369235
GRID2	-5.349596879	3.684845095	57.10316455	9.25E-07	5.55E-05	6.359643534	1.010046656
OAZ2	-3.963791487	8.054685101	57.06964458	9.28E-07	5.55E-05	10.03658084	6.072789358
