gene	seqnames	start	end	gata2	gata3	tfap2a	tfap2c	logFC	adj.P.Val
AGO1	chr1	36343809	36352309	0	0	0	0	-0.561715485	1.56E-06
AGO3	chr1	36391682	36400182	0	0	0	0	0.595884795	4.36E-05
AGO4	chr1	36268827	36277327	0	0	0	0	1.784272003	1.10E-15
AGPAT1	chr6	32142388	32150888	0	0	0	0	-0.52140223	3.30E-08
AGPAT1	chr6	32140416	32148916	0	0	0	0	-0.52140223	3.30E-08
AGPAT2	chr9	139578411	139586911	0	0	0	0	1.01573723	3.72E-09
AGPAT3	chr21	45280115	45288615	0	0	0	0	2.965599106	8.60E-14
AGPAT3	chr21	45340278	45348778	0	0	0	0	2.965599106	8.60E-14
AGPAT5	chr8	6560877	6569377	0	0	0	0	-2.498440494	8.65E-18
AGPAT6	chr8	41430706	41439206	0	0	0	0	0.262749565	0.000357263
AGPAT9	chr4	84452066	84460566	0	0	0	0	-0.903076822	0.007898424
AGPAT9	chr4	84452469	84460969	0	0	0	0	-0.903076822	0.007898424
AGPAT9	chr4	84452259	84460759	0	0	0	0	-0.903076822	0.007898424
AGPS	chr2	178252470	178260970	0	0	0	0	-0.88744298	8.81E-11
AGRN	chr1	950502	959002	0	0	0	0	0.528443141	0.001300176
AGTPBP1	chr9	88353444	88361944	0	0	0	0	-0.518942635	2.69E-08
AGTRAP	chr1	11791141	11799641	0	0	0	1	-0.315703161	0.001008445
AHCTF1	chr1	247091226	247099726	0	0	0	0	-0.915738528	1.46E-12
AHCTF1P1	chr2	162360913	162369413	0	0	0	0	-1.00408149	6.32E-13
AHCY	chr20	32887715	32896215	0	0	0	0	-1.202130074	1.11E-17
AHCY	chr20	32896108	32904608	0	0	0	0	-1.202130074	1.11E-17
AHCYL1	chr1	110538548	110547048	0	1	1	0	0.300487966	0.000666325
AHCYL1	chr1	110522386	110530886	0	1	0	0	0.300487966	0.000666325
AHCYL1	chr1	110541569	110550069	0	1	1	0	0.300487966	0.000666325
AHCYL2	chr7	129002963	129011463	0	1	1	0	-0.416791239	0.00039901
AHCYL2	chr7	129010483	129018983	0	0	0	0	-0.416791239	0.00039901
AHCYL2	chr7	128859854	128868354	0	0	0	0	-0.416791239	0.00039901
AHDC1	chr1	27926643	27935143	0	0	1	1	2.119013809	1.26E-13
AHI1	chr6	135815403	135823903	0	0	0	0	-0.857275289	1.26E-07
AHNAK	chr11	62310832	62319332	0	0	0	0	9.414197696	7.45E-23
AHNAK2	chr14	105441194	105449694	0	0	0	0	0.601077356	0.016823935
AHR	chr7	17333275	17341775	0	0	0	0	0.791435922	4.33E-06
AHRR	chr5	299290	307790	0	0	0	0	0.304662417	0.022617863
AHSA1	chr14	77919372	77927872	0	0	0	0	-0.836327072	6.24E-10
AHSA2	chr2	61399554	61408054	0	0	1	1	1.216394487	3.00E-08
AHSP	chr16	31534202	31542702	0	0	0	0	-5.576479602	7.33E-11
AIF1	chr6	31578788	31587288	0	0	0	0	-4.613973633	8.75E-06
AIF1	chr6	31578032	31586532	0	0	0	0	-4.613973633	8.75E-06
AIF1	chr6	31577993	31586493	0	0	0	0	-4.613973633	8.75E-06
AIF1L	chr9	133966862	133975362	0	1	1	1	0.317220676	0.000254033
AIFM1	chrX	129296361	129304861	0	0	0	0	-1.049033378	2.25E-13
AIFM1	chrX	129268515	129277015	0	0	0	0	-1.049033378	2.25E-13
AIFM2	chr10	71889190	71897690	0	0	0	0	-1.417461966	8.82E-08
AIG1	chr6	143376978	143385478	0	0	0	0	-0.841405296	8.97E-08
AIG1	chr6	143375499	143383999	0	0	0	0	-0.841405296	8.97E-08
AIM1	chr6	106954729	106963229	0	0	0	0	-2.116295053	1.19E-11
AIM1L	chr1	26677121	26685621	0	1	0	0	0.924012428	7.45E-10
AIM2	chr1	159043147	159051647	0	0	0	0	2.511810371	2.71E-06
AIMP2	chr7	6043881	6052381	0	0	1	1	-1.075363728	3.08E-11
AIP	chr11	67245504	67254004	0	0	0	0	0.513117376	5.70E-05
AIPL1	chr17	6334972	6343472	0	0	1	0	-3.800954041	8.80E-06
AIPL1	chr17	6334953	6343453	0	0	1	0	-3.800954041	8.80E-06
AIPL1	chr17	6334940	6343440	0	0	1	0	-3.800954041	8.80E-06
AIPL1	chr17	6335019	6343519	0	0	1	0	-3.800954041	8.80E-06
AIPL1	chr17	6334952	6343452	0	0	1	0	-3.800954041	8.80E-06
AJAP1	chr1	4710104	4718604	0	0	1	1	1.543683269	7.02E-09
AJUBA	chr14	23442932	23451432	0	0	0	0	1.319129495	3.07E-11
AJUBA	chr14	23448348	23456848	0	0	0	0	1.319129495	3.07E-11
AK1	chr9	130636522	130645022	0	0	0	0	-1.265781318	9.53E-10
AK2	chr1	33499012	33507512	0	0	0	0	-1.14111526	3.04E-14
AK4	chr1	65608512	65617012	0	0	0	1	-1.419948633	8.90E-12
AK4	chr1	65608849	65617349	0	0	0	1	-1.419948633	8.90E-12
AK4	chr1	65608231	65616731	0	0	0	1	-1.419948633	8.90E-12
AK5	chr1	77742661	77751161	0	0	0	0	-2.490034666	5.99E-09
AK5	chr1	77743286	77751786	0	0	0	0	-2.490034666	5.99E-09
AK7	chr14	96853447	96861947	0	0	0	0	-2.271952393	1.01E-08
AK8	chr9	135750698	135759198	0	0	0	0	1.422277219	0.044784037
AKAP1	chr17	55158077	55166577	0	0	0	1	-2.019168031	5.28E-19
AKAP1	chr17	55158134	55166634	0	0	0	1	-2.019168031	5.28E-19
AKAP1	chr17	55157552	55166052	0	0	0	1	-2.019168031	5.28E-19
AKAP10	chr17	19877669	19886169	0	0	0	0	0.43066516	9.06E-06
AKAP12	chr6	151641665	151650165	0	0	0	0	-0.688240741	1.34E-06
AKAP12	chr6	151556133	151564633	0	0	0	1	-0.688240741	1.34E-06
AKAP13	chr15	86158180	86166680	0	0	0	0	0.768251522	5.46E-11
AKAP13	chr15	85918846	85927346	0	0	0	0	0.768251522	5.46E-11
AKAP14	chrX	119024935	119033435	0	0	0	0	-1.532809607	0.045243782
AKAP17A	chrY	1655485	1663985	0	0	0	0	0.369294812	0.001095545
AKAP17A	chrX	1705485	1713985	0	0	0	0	0.369294812	0.001095545
AKAP2	chr9	112882780	112891280	0	1	0	0	2.676031	4.85E-21
AKAP2	chr9	112805877	112814377	0	0	1	0	2.676031	4.85E-21
AKAP3	chr12	4754713	4763213	0	0	0	0	1.413298769	0.000371508
AKAP4	chrX	49961504	49970004	0	0	0	0	4.785731694	4.63E-10
AKAP4	chrX	49962164	49970664	0	0	0	0	4.785731694	4.63E-10
AKAP6	chr14	32793478	32801978	0	0	0	0	1.350530989	1.53E-06
AKAP7	chr6	131451825	131460325	0	0	0	0	-2.780093881	1.79E-13
AKAP7	chr6	131566298	131574798	0	0	0	0	-2.780093881	1.79E-13
AKAP8	chr19	15487112	15495612	0	0	0	0	-0.270911157	0.001937641
AKAP9	chr7	91565188	91573688	0	0	0	0	0.965266981	1.09E-10
AKIP1	chr11	8927700	8936200	0	0	0	0	-1.132197586	6.66E-09
AKIP1	chr11	8927738	8936238	0	0	0	0	-1.132197586	6.66E-09
AKIRIN1	chr1	39451915	39460415	0	0	0	0	-1.663057603	1.17E-17
AKIRIN2	chr6	88408485	88416985	0	0	0	0	-0.431894172	0.000119254
AKNA	chr9	117153185	117161685	0	0	0	0	0.369803716	0.005134149
AKR1A1	chr1	46011454	46019954	0	0	1	1	-0.935198837	7.05E-13
AKR1C1	chr10	5000453	5008953	0	0	0	0	-1.911163481	1.33E-06
AKR1C2	chr10	5042706	5051206	0	0	0	0	-1.619203898	0.002066144
AKR1C2	chr10	5056725	5065225	0	0	0	0	-1.619203898	0.002066144
AKR1C3	chr10	5085957	5094457	0	0	0	0	-1.681988782	7.88E-07
AKR1C3	chr10	5131567	5140067	0	0	0	0	-1.681988782	7.88E-07
AKR1E2	chr10	4863368	4871868	0	0	0	0	-1.028456522	0.000381089
AKR7A2	chr1	19635140	19643640	0	1	0	1	0.64404497	3.44E-07
AKT1	chr14	105256438	105264938	0	0	1	0	0.790617455	4.90E-10
AKT1	chr14	105258580	105267080	0	0	1	0	0.790617455	4.90E-10
AKT3	chr1	244003084	244011584	0	0	0	0	1.547940299	7.10E-16
AKT3	chr1	244003386	244011886	0	0	0	0	1.547940299	7.10E-16
AKTIP	chr16	53533670	53542170	0	1	1	1	1.751248097	1.10E-14
ALAD	chr9	116160118	116168618	0	0	1	1	3.188623702	3.49E-18
ALAS1	chr3	52227098	52235598	0	1	1	0	-0.684604536	6.29E-09
ALCAM	chr3	105080556	105089056	0	0	0	1	-1.09343336	1.39E-10
ALDH18A1	chr10	97413067	97421567	0	0	0	0	-1.156004171	1.17E-15
ALDH1A2	chr15	58302795	58311295	0	0	0	0	5.58083999	5.82E-07
ALDH1A2	chr15	58354621	58363121	0	0	0	0	5.58083999	5.82E-07
ALDH1A3	chr15	101415008	101423508	0	0	0	0	1.538521316	3.15E-08
ALDH1B1	chr9	38387660	38396160	0	0	0	0	-2.665288076	2.44E-20
ALDH1L1	chr3	125896529	125905029	0	0	0	1	-2.87867496	9.94E-07
ALDH1L1	chr3	125896145	125904645	0	0	0	1	-2.87867496	9.94E-07
ALDH1L2	chr12	105474841	105483341	0	0	0	0	-3.395925572	6.37E-11
ALDH2	chr12	112199690	112208190	0	0	1	0	-0.627794735	9.19E-10
ALDH3A2	chr17	19547063	19555563	1	1	0	0	-2.187063155	3.04E-18
ALDH3B1	chr11	67772789	67781289	0	0	0	1	-0.701025374	0.006102985
ALDH3B1	chr11	67771047	67779547	0	0	0	1	-0.701025374	0.006102985
ALDH3B2	chr11	67438602	67447102	0	1	1	1	5.963940531	5.89E-12
ALDH3B2	chr11	67445185	67453685	0	0	0	0	5.963940531	5.89E-12
ALDH4A1	chr1	19213885	19222385	0	1	0	0	0.982325519	1.81E-08
ALDH4A1	chr1	19225793	19234293	1	1	1	1	0.982325519	1.81E-08
ALDH6A1	chr14	74547696	74556196	0	0	0	0	0.361550191	0.003735911
ALDH9A1	chr1	165664400	165672900	0	0	0	0	-0.610299112	1.75E-08
ALDOA	chr16	30071993	30080493	0	0	1	1	-0.370296968	2.45E-05
ALDOA	chr16	30070817	30079317	0	0	1	1	-0.370296968	2.45E-05
ALDOA	chr16	30070599	30079099	0	0	1	1	-0.370296968	2.45E-05
ALDOA	chr16	30059410	30067910	0	0	1	0	-0.370296968	2.45E-05
ALDOC	chr17	26900451	26908951	0	0	0	0	-3.647656232	1.10E-21
ALG1	chr16	5116809	5125309	0	0	0	0	-1.181545788	1.53E-12
ALG10	chr12	34170215	34178715	0	0	0	0	0.355740877	0.00071487
ALG10B	chr12	38705556	38714056	0	0	1	0	0.631372922	7.24E-07
ALG13	chrX	110919397	110927897	0	0	0	0	-0.703448629	2.42E-08
ALG13	chrX	110919884	110928384	0	0	0	0	-0.703448629	2.42E-08
ALG13	chrX	110919345	110927845	0	0	0	0	-0.703448629	2.42E-08
ALG1L	chr3	125652387	125660887	0	0	0	0	-1.114412003	3.61E-05
ALG1L2	chr3	129795673	129804173	0	0	0	0	-2.537798712	3.16E-06
ALG1L9P	chr11	71521405	71529905	0	0	0	0	-1.679470625	3.54E-06
ALG3	chr3	183963259	183971759	0	0	0	0	-0.844854906	9.57E-08
ALG3	chr3	183963813	183972313	0	0	0	0	-0.844854906	9.57E-08
ALG5	chr13	37570004	37578504	0	0	0	0	0.259814755	0.018498447
ALG6	chr1	63828260	63836760	0	0	0	0	-1.420220488	7.23E-13
ALG8	chr11	77847199	77855699	0	0	0	0	-0.769002024	4.56E-10
ALG9	chr11	111738805	111747305	0	0	0	0	0.254431811	0.003374203
ALG9	chr11	111738504	111747004	0	0	0	0	0.254431811	0.003374203
ALK	chr2	30140977	30149477	0	0	0	0	4.472030445	0.000262792
ALKBH1	chr14	78170856	78179356	0	0	0	0	-0.781867852	1.98E-09
ALKBH2	chr12	109527793	109536293	0	1	1	1	-1.025796282	7.42E-10
ALKBH3	chr11	43897356	43905856	0	0	0	0	-0.316259421	0.03151201
ALKBH4	chr7	102101821	102110321	0	0	0	0	-0.470254238	1.43E-05
ALKBH5	chr17	18081866	18090366	0	0	0	0	-0.479497209	4.55E-07
ALKBH6	chr19	36501641	36510141	0	0	0	0	-0.358315097	0.002240263
ALKBH8	chr11	107432961	107441461	0	0	0	0	-0.946419607	1.23E-10
ALMS1	chr2	73607885	73616385	0	0	1	0	-1.264759652	1.22E-11
ALMS1P	chr2	73867045	73875545	0	0	0	0	-1.839676819	0.001673994
ALOX12	chr17	6894383	6902883	0	0	0	0	-1.136427285	6.45E-05
ALOX12B	chr17	7987521	7996021	0	0	0	0	-3.236767772	0.001207649
ALOX12P2	chr17	6751894	6760394	0	0	0	0	-1.762565023	4.93E-08
ALOX15	chr17	4541460	4549960	0	0	0	0	3.853081903	6.10E-09
ALOX15B	chr17	7937357	7945857	0	0	0	0	-2.508771689	0.034185882
ALOX5	chr10	45864623	45873123	0	0	1	0	3.640181263	7.13E-15
ALPK2	chr18	56292689	56301189	0	1	1	0	6.300408301	3.14E-15
ALPL	chr1	21830857	21839357	0	0	0	0	-3.775350369	3.00E-21
ALPP	chr2	233238347	233246847	0	0	0	0	1.139988533	0.006018453
ALS2	chr2	202642395	202650895	0	0	0	0	0.822534994	3.15E-12
ALS2CL	chr3	46731694	46740194	0	0	0	0	-1.038791723	1.61E-05
ALS2CL	chr3	46715399	46723899	0	0	0	0	-1.038791723	1.61E-05
ALS2CL	chr3	46731646	46740146	0	0	0	0	-1.038791723	1.61E-05
ALX1	chr12	85669035	85677535	0	1	0	0	2.375777339	0.000113947
ALX3	chr1	110609822	110618322	0	0	0	0	0.89818602	2.75E-06
ALYREF	chr17	79845962	79854462	0	0	0	0	-0.659769465	4.61E-08
AMBP	chr9	116837252	116845752	0	0	0	0	-4.236210256	9.45E-06
AMD1	chr6	111190987	111199487	0	0	1	1	-1.76316348	2.63E-16
AMD1	chr6	111190986	111199486	0	0	1	1	-1.76316348	2.63E-16
AMDHD1	chr12	96332070	96340570	0	0	0	0	2.739603531	8.53E-05
AMDHD2	chr16	2565362	2573862	0	0	1	0	0.339970259	0.006241962
AMER2	chr13	25742357	25750857	0	0	0	0	5.965296979	9.67E-13
AMFR	chr16	56455950	56464450	0	1	0	0	0.704035631	5.60E-09
AMIGO1	chr1	110048836	110057336	0	0	0	0	-0.785020668	0.001806858
AMIGO3	chr3	49753738	49762238	0	0	1	0	-0.679480709	8.53E-06
AMMECR1	chrX	109557880	109566380	0	0	0	0	-1.431083266	1.54E-17
AMMECR1	chrX	109679961	109688461	0	0	0	0	-1.431083266	1.54E-17
AMMECR1L	chr2	128640014	128648514	0	0	0	0	0.370566557	2.54E-06
AMMECR1L	chr2	128638934	128647434	0	0	0	0	0.370566557	2.54E-06
AMN	chr14	103383992	103392492	0	0	0	0	2.230665034	0.01255121
AMOT	chrX	112062854	112071354	0	0	0	1	5.891197483	4.93E-22
AMOT	chrX	112080543	112089043	1	1	1	1	5.891197483	4.93E-22
AMOTL1	chr11	94496507	94505007	0	0	0	0	2.136846858	4.70E-18
AMOTL2	chr3	134089927	134098427	0	0	1	1	3.606372186	8.50E-17
AMOTL2	chr3	134090759	134099259	0	0	1	1	3.606372186	8.50E-17
AMPD2	chr1	110163048	110171548	0	0	0	0	-0.512496102	2.15E-06
AMPD2	chr1	110157434	110165934	0	0	0	0	-0.512496102	2.15E-06
AMPD2	chr1	110161609	110170109	0	0	0	0	-0.512496102	2.15E-06
AMPD2	chr1	110158202	110166702	0	0	0	0	-0.512496102	2.15E-06
AMPD3	chr11	10472480	10480980	0	0	0	0	-1.144304488	5.55E-07
AMPD3	chr11	10477677	10486177	0	1	0	0	-1.144304488	5.55E-07
AMPD3	chr11	10466867	10475367	0	0	0	0	-1.144304488	5.55E-07
AMPD3	chr11	10471665	10480165	0	0	0	0	-1.144304488	5.55E-07
AMPD3	chr11	10467223	10475723	0	0	0	0	-1.144304488	5.55E-07
AMPH	chr7	38667667	38676167	0	0	0	0	-4.011190668	1.24E-12
AMT	chr3	49456611	49465111	0	0	1	1	-1.389534535	3.36E-14
AMY1A	chr1	104287439	104295939	0	0	0	0	3.635132189	0.006077375
AMY1A	chr1	104193301	104201801	0	0	0	0	3.635132189	0.006077375
AMY1A	chr1	104193140	104201640	0	0	0	0	3.635132189	0.006077375
AMY1A	chr1	104287278	104295778	0	0	0	0	3.635132189	0.006077375
AMY1A	chr1	104235573	104244073	0	0	0	0	3.635132189	0.006077375
AMY1A	chr1	104235412	104243912	0	0	0	0	3.635132189	0.006077375
AMY2A	chr1	104154998	104163498	0	0	0	0	1.691787967	0.023901079
AMY2B	chr1	104092265	104100765	0	0	0	0	0.900779932	8.52E-06
AMZ1	chr7	2714155	2722655	0	0	0	0	0.937813929	0.001470141
AMZ1	chr7	2722835	2731335	0	0	0	0	0.937813929	0.001470141
ANAPC1	chr2	112638241	112646741	0	0	0	0	-1.15935947	7.75E-15
ANAPC10	chr4	146016193	146024693	0	0	0	0	-0.877768754	1.75E-08
ANAPC10	chr4	146015871	146024371	0	0	0	0	-0.877768754	1.75E-08
ANAPC15	chr11	71819818	71828318	0	0	0	0	-0.773640933	6.70E-08
ANAPC15	chr11	71819778	71828278	0	0	0	0	-0.773640933	6.70E-08
ANAPC15	chr11	71819844	71828344	0	0	0	0	-0.773640933	6.70E-08
ANAPC15	chr11	71820322	71828822	0	0	0	0	-0.773640933	6.70E-08
ANAPC16	chr10	73970757	73979257	0	0	0	0	-0.18037769	0.01896379
ANAPC1P1	chr2	87083947	87092447	0	0	0	0	-1.15151715	1.31E-11
ANAPC4	chr4	25373847	25382347	0	0	0	0	-0.600489841	2.09E-06
ANAPC5	chr12	121786765	121795265	0	0	0	0	-0.485941324	5.07E-08
ANAPC5	chr12	121788512	121797012	0	0	0	0	-0.485941324	5.07E-08
ANAPC7	chr12	110838035	110846535	0	1	0	0	-1.456017686	7.00E-16
ANGEL1	chr14	77275783	77284283	0	0	0	0	-1.135886372	5.85E-13
ANGEL2	chr1	213185668	213194168	0	0	0	0	-0.414377885	0.001386506
ANGPT1	chr8	108506754	108515254	0	0	0	0	-1.192139363	0.002002066
ANGPT2	chr8	6417284	6425784	0	0	0	0	0.627684838	0.008862046
ANGPT4	chr20	893460	901960	0	1	1	1	2.309426471	0.000512435
ANGPTL1	chr1	178836715	178845215	0	0	0	0	1.643935701	0.00541703
ANGPTL2	chr9	129881544	129890044	0	0	0	0	-2.737919498	8.58E-15
ANGPTL4	chr19	8424010	8432510	0	0	1	1	1.018280167	3.17E-05
ANGPTL6	chr19	10209925	10218425	0	0	0	0	-1.040198149	0.000212041
ANGPTL7	chr1	11244345	11252845	0	0	0	0	4.32083908	4.01E-05
ANK1	chr8	41651640	41660140	0	0	0	0	-1.709111652	4.69E-08
ANK1	chr8	41750780	41759280	0	0	0	0	-1.709111652	4.69E-08
ANK1	chr8	41519304	41527804	0	0	0	0	-1.709111652	4.69E-08
ANK2	chr4	113734238	113742738	0	0	0	0	-3.47437798	5.18E-17
ANK2	chr4	113965784	113974284	0	0	0	0	-3.47437798	5.18E-17
ANK3	chr10	61897274	61905774	0	0	1	1	1.613388177	8.17E-17
ANK3	chr10	62329214	62337714	0	0	0	0	1.613388177	8.17E-17
ANK3	chr10	62489784	62498284	0	0	0	0	1.613388177	8.17E-17
ANK3	chr10	62146134	62154634	0	0	0	0	1.613388177	8.17E-17
ANKAR	chr2	190535710	190544210	0	0	0	1	1.015046871	0.000542407
ANKDD1A	chr15	65199100	65207600	0	0	0	0	-1.422906681	8.40E-07
ANKDD1B	chr5	74902300	74910800	0	1	0	0	1.705568141	0.007285421
ANKEF1	chr20	10010696	10019196	0	0	0	0	-0.999842327	2.77E-08
ANKFY1	chr17	4163642	4172142	0	1	0	0	0.424979534	3.85E-06
ANKFY1	chr17	4163774	4172274	0	1	0	0	0.424979534	3.85E-06
ANKH	chr5	14868387	14876887	0	0	0	0	2.10429806	3.22E-14
ANKK1	chr11	113253512	113262012	0	0	0	0	2.69746112	0.000273679
ANKLE1	chr19	17387453	17395953	0	0	0	0	-1.985607206	1.06E-11
ANKMY1	chr2	241493938	241502438	0	0	0	1	0.398034725	0.011073592
ANKMY2	chr7	16681942	16690442	0	0	0	0	1.486122211	9.95E-11
ANKRA2	chr5	72858011	72866511	0	0	1	1	0.952415615	3.71E-07
ANKRD1	chr10	92677532	92686032	1	1	1	1	9.734525302	1.65E-05
ANKRD13A	chr12	110432234	110440734	0	0	0	0	0.904415065	3.32E-10
ANKRD13B	chr17	27915526	27924026	0	0	0	0	-2.809271673	1.52E-13
ANKRD13C	chr1	70816917	70825417	0	0	0	0	0.428114193	8.51E-06
ANKRD13D	chr11	67051815	67060315	0	0	0	0	0.550136502	9.91E-05
ANKRD13D	chr11	67051761	67060261	0	0	0	0	0.550136502	9.91E-05
ANKRD16	chr10	5928360	5936860	0	0	0	0	-0.624373248	0.000351177
ANKRD17	chr4	74121002	74129502	0	0	0	1	-0.212182543	0.004871737
ANKRD17	chr4	74085331	74093831	0	1	0	0	-0.212182543	0.004871737
ANKRD18A	chr9	38616860	38625360	0	0	0	0	0.829626288	0.000461472
ANKRD18B	chr9	33519410	33527910	0	0	0	0	-1.966118071	9.00E-09
ANKRD20A9P	chr13	19442609	19451109	0	0	0	0	-0.522541568	0.000531587
ANKRD24	chr19	4178350	4186850	0	0	0	0	-1.494349255	6.65E-09
ANKRD26	chr10	27385927	27394427	0	0	0	0	0.54993947	4.04E-06
ANKRD27	chr19	33162602	33171102	0	0	0	0	-0.22732268	0.001510752
ANKRD28	chr3	15836191	15844691	0	0	0	0	-1.201719167	3.11E-14
ANKRD28	chr3	15794558	15803058	0	0	0	0	-1.201719167	3.11E-14
ANKRD28	chr3	15897553	15906053	0	0	0	0	-1.201719167	3.11E-14
ANKRD29	chr18	21239349	21247849	0	0	0	0	-3.971660182	4.02E-06
ANKRD30B	chr18	14743238	14751738	0	0	0	0	-2.835758142	0.001729524
ANKRD31	chr5	74529203	74537703	0	0	0	0	-1.060392622	0.006537414
ANKRD32	chr5	93949390	93957890	0	0	0	0	-1.622848684	1.13E-12
ANKRD33B	chr5	10559434	10567934	0	0	0	1	2.895073458	6.00E-14
ANKRD34A	chr1	145465507	145474007	0	0	0	0	-1.920022009	0.00774611
ANKRD35	chr1	145544208	145552708	0	0	0	0	-5.351849857	7.10E-12
ANKRD36	chr2	97774232	97782732	0	0	0	0	0.955025334	2.44E-09
ANKRD36B	chr2	98202928	98211428	0	0	0	1	1.212144677	5.45E-11
ANKRD36BP1	chr1	168213168	168221668	0	0	0	0	1.338308992	3.49E-10
ANKRD37	chr4	186312839	186321339	0	0	0	0	-0.546720403	0.00158595
ANKRD39	chr2	97520256	97528756	0	0	1	0	-1.163534737	2.71E-09
ANKRD40	chr17	48781770	48790270	0	0	0	0	-0.538464984	4.69E-07
ANKRD42	chr11	82900290	82908790	0	0	0	0	-0.402036767	0.015059702
ANKRD44	chr2	198172021	198180521	0	0	0	0	3.233784554	9.15E-12
ANKRD45	chr1	173635501	173644001	0	0	0	0	-2.760820279	0.002248653
ANKRD46	chr8	101568514	101577014	0	0	0	0	0.192688086	0.040077775
ANKRD46	chr8	101568439	101576939	0	0	0	0	0.192688086	0.040077775
ANKRD49	chr11	94222152	94230652	0	0	0	0	1.115610881	1.44E-10
ANKRD50	chr4	125630387	125638887	0	0	1	1	0.323946746	0.000475055
ANKRD53	chr2	71200574	71209074	0	0	0	0	2.230665034	0.004874573
ANKRD54	chr22	38236853	38245353	0	0	0	0	-0.494526455	0.000128819
ANKRD6	chr6	90271556	90280056	0	0	0	0	1.454490482	7.97E-14
ANKRD6	chr6	90267036	90275536	0	0	0	0	1.454490482	7.97E-14
ANKRD6	chr6	90137896	90146396	0	0	0	0	1.454490482	7.97E-14
ANKRD63	chr15	40571287	40579787	0	0	1	1	5.59397636	5.68E-08
ANKRD65	chr1	1353324	1361824	1	1	1	0	-1.45766838	0.001695883
ANKRD9	chr14	102972628	102981128	0	0	0	0	-0.748644288	3.94E-06
ANKS1A	chr6	34852037	34860537	0	0	1	0	3.085819791	8.73E-18
ANKS1B	chr12	99545145	99553645	0	0	0	0	0.440449556	0.004328505
ANKS1B	chr12	99545368	99553868	0	0	0	0	0.440449556	0.004328505
ANKS1B	chr12	99545077	99553577	0	0	0	0	0.440449556	0.004328505
ANKS1B	chr12	100374932	100383432	0	0	0	0	0.440449556	0.004328505
ANKS1B	chr12	99285174	99293674	0	0	0	0	0.440449556	0.004328505
ANKS4B	chr16	21240015	21248515	0	0	0	0	-3.655515447	0.002763334
ANKS6	chr9	101555294	101563794	0	0	0	0	-1.169142975	6.98E-12
ANLN	chr7	36424414	36432914	0	0	1	1	0.30134686	0.000280167
ANO1	chr11	69926515	69935015	0	0	0	0	-3.224257983	1.37E-10
ANO1	chr11	69919407	69927907	0	0	0	0	-3.224257983	1.37E-10
ANO5	chr11	22209721	22218221	0	0	1	0	-1.744014495	3.43E-12
ANO6	chr12	45681465	45689965	0	0	1	0	1.950789901	5.03E-18
ANO6	chr12	45604769	45613269	0	0	1	0	1.950789901	5.03E-18
ANO7	chr2	242122923	242131423	0	0	0	0	-0.764085826	0.003664987
ANO9	chr11	438511	447011	0	0	0	0	3.010489089	3.78E-17
ANP32A	chr15	69109761	69118261	0	0	1	1	-0.813260318	1.26E-10
ANP32AP1	chr15	35524526	35533026	0	0	0	0	-0.618108946	9.43E-07
ANP32B	chr9	100740488	100748988	0	0	0	0	1.958777451	9.01E-11
ANP32C	chr4	165115363	165123863	0	0	0	0	-0.662265806	2.11E-06
ANP32D	chr12	48861447	48869947	0	0	0	0	-1.109232882	0.029923274
ANP32E	chr1	150205004	150213504	0	0	0	0	-1.76267627	2.01E-14
ANP32E	chr1	150203526	150212026	0	0	0	0	-1.76267627	2.01E-14
ANPEP	chr15	90354572	90363072	0	0	0	0	-0.887314276	0.007196054
ANTXR1	chr2	69235275	69243775	0	0	1	1	-1.32056893	7.68E-13
ANTXR2	chr4	80990977	80999477	0	1	0	1	2.75635382	7.98E-17
ANTXR2	chr4	80991126	80999626	0	1	0	1	2.75635382	7.98E-17
ANXA1	chr9	75761780	75770280	0	1	0	0	9.327902157	9.85E-13
ANXA11	chr10	81961933	81970433	0	0	1	1	1.954981767	8.56E-19
ANXA11	chr10	81960747	81969247	0	0	1	1	1.954981767	8.56E-19
ANXA11	chr10	81961828	81970328	0	0	1	1	1.954981767	8.56E-19
ANXA2	chr15	60686685	60695185	0	1	1	1	4.355232614	3.03E-22
ANXA2P1	chr4	154226463	154234963	0	0	0	0	4.304242482	8.99E-21
ANXA2P2	chr9	33619222	33627722	0	0	0	0	4.300140907	3.78E-23
ANXA2P3	chr10	66580284	66588784	0	0	0	0	4.285039046	7.66E-16
ANXA3	chr4	79467741	79476241	1	1	1	1	4.233731728	2.30E-20
ANXA4	chr2	69964126	69972626	1	1	1	1	3.096691358	5.65E-18
ANXA5	chr4	122614647	122623147	0	1	0	0	0.945127312	1.37E-12
ANXA6	chr5	150517716	150526216	0	0	0	0	0.548345956	2.38E-09
ANXA6	chr5	150533943	150542443	0	1	1	1	0.548345956	2.38E-09
ANXA7	chr10	75170341	75178841	0	0	1	1	-0.519235158	1.36E-08
ANXA8	chr10	47170643	47179143	0	0	0	0	7.317407297	7.50E-13
ANXA8	chr10	48250203	48258703	0	0	0	0	7.317407297	7.50E-13
ANXA8L1	chr10	47741849	47750349	0	0	0	0	7.186073083	9.01E-12
ANXA9	chr1	150949498	150957998	0	1	1	1	2.378355038	1.34E-14
AOC2	chr17	40991608	41000108	0	0	0	0	-0.511432355	0.006316112
AOX1	chr2	201445730	201454230	0	0	0	0	-4.695974124	8.50E-16
AP1AR	chr4	113147894	113156394	0	0	0	0	-1.662662395	2.93E-17
